,Owned by:,% Ownership,Name,,Role
,,100,LFB ACQUISITION LLC,,Member
,,,,,
121,Lawrence Towers Apartments LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,25,"Trump, Donald J.",,Member
,,75,Trump Family Members,,Member
,,,,,
122,LFB ACQUISITION LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,1,LFB ACQUISITION MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP NATIONAL GOLF CLUB - BEDMINSTER,100%,Member,
,,,,,
123,LFB ACQUISITION MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,LFB ACQUISITION LLC,1%,Managing Member,
,,,,,
124,"MALC, Inc *(3)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,MAR-A-LAGO CLUB INC,,Shareholder
,,,,,
125,MAR-A-LAGO CLUB INC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,"MAR-A-LAGO CLUB, L.L.C",0.01%,Member,
,,"MALC, Inc",100%,Shareholder,
,,,,,
126,"MAR-A-LAGO CLUB, L.L.C.",,,,
,Assumed Names,D/B/A,,,
,,"MAR-A-LAGO CLUB, L.L.C., L.C.",,,
,Owned by:,% Ownership,Name,,Role
,,0.01,MAR-A-LAGO CLUB INC,,Member
,,99.99,"Trump, Donald J.",,Member
,,,,,
127,Midland Associates *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,25,"Trump, Donald J.",,Partner
,,75,Trump Family Members,,Partner
,,,,,
128,"NITTO WORLD CO., LIMITED *(3)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,TRUMP TURNBERRY,,Shareholder
,,,,,
129,OCEAN DEVELOPMENT MEMBER INC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,OCEAN DEVELOPMENT SERVICES LLC,1%,Member,
,,,,,
130,OCEAN DEVELOPMENT SERVICES LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,99,"Trump, Donald J.",,Member
,,1,OCEAN DEVELOPMENT MEMBER INC,,Member
,,,,,
131,One Central Park West Associates *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,50,TRUMP CENTRAL PARK WEST CORP,,Partner
,,50,"GALBREATH COLUMBUS CIRCLE DEVELOPMENT ASSOCIATES, LP",,Partner
,Has ownership interest in:,Entity Name,Ownership,Title,
,,One Central Park West PT Associates,34.30%,Member,
,,,,,
132,One Central Park West PT Associates *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,34.3,One Central Park West Associates,,Partner
,,65.7,"CPW PT Partners, G.P.",,Partner
,,,,,
133,OPO HOTEL MANAGER LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,OPO HOTEL MANAGER MEMBER CORP,,Managing Member
,,22.5,Trump Family Members,,Member
,,76.5,DJT HOLDINGS LLC,,Member
,,,,,
134,OPO HOTEL MANAGER MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,OPO HOTEL MANAGER LLC,1%,Managing Member,
,,,,,
135,OWO DEVELOPER LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
136,PANAMA OCEAN CLUB MANAGEMENT LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,PANAMA OCEAN CLUB MANAGEMENT MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
137,PANAMA OCEAN CLUB MANAGEMENT MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,PANAMA OCEAN CLUB MANAGEMENT LLC,1%,Managing Member,
,,,,,
138,Paramount RPV Holdings LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,Paramount RPV Holdings Manager Corp,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
139,Paramount RPV Holdings Manager Corp *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,Paramount RPV Holdings LLC,1%,Managing Member,
,,,,,
140,"Parc Consulting, Inc *(1)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,"40 Wall Development Associates, LLC",0.10%,Member,
,,,,,
141,Park Briar Associates *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,25,"Trump, Donald J.",,Partner
,,75,Trump Family Members,,Partner
,Has ownership interest in:,Entity Name,Ownership,Title,
,,"Starrett City Associates, LP",0.37%,Partner,
,,Spring Creek Plaza LLC,0.37%,Member,
,,,,,
142,PINE HILL DEVELOPMENT LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,PINE HILL DEVELOPMENT MANAGING MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
143,PINE HILL DEVELOPMENT MANAGING MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,PINE HILL DEVELOPMENT LLC,1%,Managing Member,
,,,,,
144,Plaza Consulting Corp *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,"The East 61 Street Company, LP",0.10%,Partner,
,,,,,
145,POKER VENTURE LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,POKER VENTURE MANAGING MEMBER CORP,,
,,99,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,"The East 61 Street Company, LP",0.10%,Partner,
,,,,,
146,POKER VENTURE MANAGING MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,POKER VENTURE LLC,1%,Managing Member,
,,,,,
147,"Reg-Tru Equities, LTD *(3)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
148,RESTAURANT 40 LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,Restaurant 40 Member Corp,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
149,RESTAURANT 40 MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
150,RPV DEVELOPMENT LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP NATIONAL GOLF CLUB - LOS ANGELES,100%,Shareholder,
,,,,,
151,SCOTLAND ACQUISITIONS LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
152,SENTIENT JETS MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP JETS LLC,1%,Managing Member,
,,,,,
153,Seven Springs LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,0.1,Bedford Hills Corp,,Managing Member
,,99.9,DJT HOLDINGS LLC,,Member
,,,,,
154,"Shore Haven Apt #1, Inc *(1)",,,,
,Owned by:,% Ownership,Name,,Role
,,25,Donald J. Trump and Grantor Trust,,Shareholder
,,75,Trump Family Members,,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,Starrett City Associates LP,0.43%,Partner,
,,Spring Creek Plaza LLC,0.43%,Member,
,,,,,
155,Shore Haven Management Corp *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,25,"Trump, Donald J.",,Shareholder
,,75,Trump Family Members,,Shareholder
,,,,,
156,Shore Haven Shopping Center LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,25,"Trump, Donald J.",,Member
,,75,Trump Family Members,,Member
,,,,,
157,TRUMP TURNBERRY,,,,
,Owned by:,% Ownership,Name,,Role
,,100,Golf Recreation Scotland Limited,,Sole Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,"NITTO WORLD CO., LIMITED",100%,SHAREHOLDER,
,,,,,
158,Sofo Realty Corp *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
159,"Sussex Hall, Inc *(3)",,,,
,Owned by:,% Ownership,Name,,Role
,,25,"Trump, Donald J.",,Shareholder
,,75,Trump Family Members,,Shareholder
,,,,,
160,T International Realty LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,55,"Trump, Donald J.",,Managing Member
,,45,Trump Family Members,,Member
,,,,,
161,TAG AIR INC *(2),,,,
,Owned by:,% Ownership,Name,,Role
,,100,DJT OPERATIONS II LLC,,Shareholder
,,,,,
162,THC BAKU HOTEL MANAGER SERVICES LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC BAKU HOTEL MANAGER SERVICES MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
163,THC BAKU HOTEL MANAGER SERVICES MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC BAKU HOTEL MANAGER SERVICES LLC,1%,Managing Member,
,,,,,
164,THC BAKU SERVICES LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC BAKU SERVICES MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
165,THC BAKU SERVICES MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC BAKU SERVICES LLC,1%,Managing Member,
,,,,,
166,THC BARRA HOTELARIA LTDA. *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,99,"Trump, Donald J.",,Shareholder
,,1,THC DEVELOPMENT BRAZIL MANAGING MEMBER CORP,,Shareholder
,,,,,
167,THC CENTRAL RESERVATIONS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC CENTRAL RESERVATIONS MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
168,THC CENTRAL RESERVATIONS MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC CENTRAL RESERVATIONS LLC,1%,Managing Member,
,,,,,
169,THC CHINA DEVELOPMENT LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC,,Member
,,,,,
170,THC CHINA TECHNICAL SERVICES LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC CHINA TECHNICAL SERVICES MANAGER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
171,THC CHINA TECHNICAL SERVICES MANAGER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC CHINA TECHNICAL SERVICES LLC,1%,Managing Member,
,,,,,
172,THC DEVELOPMENT BRAZIL LLC. *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC DEVELOPMENT BRAZIL MANAGING MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
173,THC DEVELOPMENT BRAZIL MANAGING MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC DEVELOPMENT BRAZIL LLC.,1%,Managing Member,
,,THC Barra Hotelaria LTDA,1%,Managing Member,
,,,,,
174,THC DUBAI II HOTEL MANAGER LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC DUBAI II HOTEL MANAGER MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
175,THC DUBAI II HOTEL MANAGER MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC DUBAI II HOTEL MANAGER LLC,1%,Managing Member,
,,,,,
176,THC HOTEL DEVELOPMENT LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
177,THC IMEA DEVELOPMENT LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC,,Member
,,,,,
178,THC MIAMI RESTAURANT HOSPITALITY LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC MIAMI RESTAURANT HOSPITALITY MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
179,THC MIAMI RESTAURANT HOSPITALITY MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC MIAMI RESTAURANT HOSPITALITY LLC,1%,Managing Member,
,,,,,
180,THC QATAR HOTEL MANAGER LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC QATAR HOTEL MANAGER MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
181,THC QATAR HOTEL MANAGER MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
182,THC RIO MANAGER LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC RIO MANAGING MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
183,THC RIO MANAGING MEMBER CORP *(4),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC RIO MANAGER LLC,1%,Managing Member,
,,,,,
184,THC SALES & MARKETING LLC *(5),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC SALES & MARKETING MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
185,THC SALES & MARKETING MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC SALES & MARKETING LLC,1%,Managing Member,
,,,,,
186,THC SERVICES SHENZHEN LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC SERVICES SHENZHEN MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
187,THC SERVICES SHENZHEN MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC SERVICES SHENZHEN LLC,1%,Managing Member,
,,,,,
188,THC SHENZHEN HOTEL MANAGER LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC SHENZHEN HOTEL MANAGER MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
189,THC SHENZHEN HOTEL MANAGER MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC SHENZHEN HOTEL MANAGER LLC,1%,Managing Member,
,,,,,
190,THC VANCOUVER MANAGEMENT CORP,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
191,THC VANCOUVER PAYROLL ULC *(2),,,,
,Owned by:,% Ownership,Name,,Role
,,100,THC VANCOUVER MANAGEMENT CORP,,Member
,,,,,
192,THC VENTURE I LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,99,DJT HOLDINGS LLC,,Member
,,1,THC VENTURE I MANAGING MEMBER CORP,,Member
,,,,,
193,THC VENTURE I MANAGING MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC VENTURE I LLC,1%,Managing Member,
,,,,,
194,THC VENTURE II LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THC VENTURE II MANAGING MEMBER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
195,THC VENTURE II MANAGING MEMBER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THC VENTURE II LLC,1%,Managing Member,
,,,,,
196,THC VENTURE III LLC - N/K/A TTTT VENTURE LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,1,TTTT Venture Member Corp,,Managing Member
,,76.272,DTTM OPERATIONS LLC,,Managing Member
,,22.728,Trump Family Members,,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,DT BALI GOLF MANAGER LLC,1%,Managing member,
,,DT BALI HOTEL MANAGER LLC,99%,Member,
,,DT BALI TECHNICAL SERVICES MANAGER LLC,99%,Member,
,,DT LIDO GOLF MANAGER LLC,99%,Member,
,,DT LIDO HOTEL MANAGER LLC,99%,Member,
,,TC MARKS BUENOS AIRES LLC,100%,Member,
,,DT TOWER GURGAON LLC,99%,Member,
,,DT LIDO TECHNICAL SERVICES MANAGER LLC,99%,Member,
,,,,,
197,THC VENTURE III MEMBER CORP - N/K/A TTTT Venture Member Corp *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TTTT VENTURE LLC,1%,Managing Member,
,,,,,
198,THE CARIBUSINESS RE CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,CARIBUSINESS MRE LLC,1%,Managing Member,
,,"Caribusiness Investments, S.R.L.",1%,Member,
,,,,,
199,"The East 61 Street Company, LP",,,,
,Owned by:,% Ownership,Name,,Role
,,99.9,"Trump, Donald J.",,Partner
,,0.1,Plaza Consulting Corp,,Partner
,,,,,
200,THE TRUMP CORPORATION,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
201,THE TRUMP ENTREPRENEUR INITIATIVE LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,THE TRUMP ENTREPRENEUR INITIATIVE LLC (NY DOMESTIC),,Managing Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP EDUCATION ULC,100%,Shareholder,
,,,,,
202,THE TRUMP ENTREPRENEUR INITIATIVE LLC (NY DOMESTIC) *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,0.1,DJT ENTREPRENEUR MANAGING MEMBER LLC (FORMERLY KNOWN AS DJT UNIVERSITY MANAGING MEMBER LLC),,Managing Member
,,3.5,"Spitalny, Jonathan",,Member
,,4.5,"Sexton, Michael",,Member
,,91.9,DJT ENTREPRENEUR MEMBER LLC (FORMALLY KNOWN AS DJT UNIVERSITY MEMBER LLC),,Member
,,,,,
203,THE TRUMP FOLLIES LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,1,THE TRUMP FOLLIES MEMBER INC.,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
204,THE TRUMP FOLLIES MEMBER INC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,THE TRUMP FOLLIES LLC,1%,Managing Member,
,,,,,
205,The Trump Hotel Corp *(3),,,,
,Owned by:,% Ownership,Name,,
,,100,"Trump, Donald J.",,Shareholder
,,,,,
206,THE TRUMP MARKS REAL ESTATE CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP MARKS REAL ESTATE LLC,1%,Member,
,,,,,
207,"The Trump Organization, Inc *(3)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
208,The Trump-Equitable Fifth Avenue Company,,,,
,Owned by:,% Ownership,Name,,Role
,,99,"Trump, Donald J.",,Partner
,,1,TIPPERARY REALTY CORPORATION,,Partner
,Has ownership interest in:,Entity Name,Ownership,Title,
,,Fifty-Seventh Street Associates LLC,99%,Member,
,,TRUMP TOWER COMMERCIAL LLC,99%,Member,
,,,,,
209,TIGL COMMON AREA MANAGEMENT CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,,,,,
211,TRUMP INTERNATIONAL GOLF LINKS - DOONBEG,,,,
,Owned by:,% Ownership,Name,,Role
,,100,TW VENTURE II LLC,,Sole Member
,,,,,
212,TIGL IRELAND MANAGEMENT LIMITED *(assets & income already disclosed on Part 2 under TRUMP INTERNATIONAL GOLF LINKS - DOONBEG; operator of suites),,,,
,Owned by:,% Ownership,Name,,Role
,,100,TRUMP INTERNATIONAL GOLF LINKS - DOONBEG,,Sole Member
,,,,,
213,TIHC RESERVATIONS LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
214,TIHH MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP INTERNATIONAL HOTEL HAWAII LLC,1%,Managing Member,
,,,,,
215,TIHH MEMBER LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP INTERNATIONAL HOTEL HAWAII LLC,99%,Managing Member,
,,,,,
216,TIHM MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC,0.10%,Managing Member,
,,,,,
217,TIHT CHICAGO MEMBER ACQUISITION LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,DJT HOLDINGS LLC,,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,401 MEZZ VENTURE LLC,50%,Member,
,,,,,
218,TIHT COMMERCIAL LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,0.01,TIHT MEMBER LLC,,Member
,,99.99,"Trump, Donald J.",,Managing Member
,,,,,
219,TIHT HOLDING COMPANY LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
220,TIHT MEMBER LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TIHT COMMERCIAL LLC,0.01%,Member,
,,,,,
221,TIPPERARY REALTY CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,The Trump-Equitable Fifth Avenue Company,1%,Partner,
,,,,,
222,"TMG Member, LLC *(1)",,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,Trump Model Management LLC,85%,Member,
,,,,,
223,TRUMP NATIONAL GOLF CLUB - CHARLOTTE,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TNGC CHARLOTTE MANAGER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
224,TNGC CHARLOTTE MANAGER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP NATIONAL GOLF CLUB - CHARLOTTE,1%,Managing Member,
,,,,,
225,TRUMP NATIONAL GOLF CLUB - HUDSON VALLEY,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TNGC DUTCHESS COUNTY MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
226,TNGC DUTCHESS COUNTY MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP NATIONAL GOLF CLUB - HUDSON VALLEY,1%,Managing Member,
,,,,,
227,TNGC JUPITER MANAGEMENT LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TNGC JUPITER MANAGING MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
228,TNGC JUPITER MANAGING MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TNGC JUPITER MANAGEMENT LLC,1%,Managing Member,
,,,,,
229,TRUMP NATIONAL GOLF CLUB - PHILADELPHIA,,,,
,Owned by:,% Ownership,Name,,Role
,,1,TNGC PINE HILL MEMBER CORP,,Managing Member
,,99,DJT HOLDINGS LLC,,Member
,,,,,
230,TNGC PINE HILL MEMBER CORP *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP NATIONAL GOLF CLUB - PHILADELPHIA,1%,Managing Member,
,,,,,
231,Toronto Development LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
232,TP-CFD MANAGER CORP *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,"TP-CF, LLC",1%,Managing Member,
,,,,,
233,"TP-CFD, LLC *(3)",,,,
,Owned by:,% Ownership,Name,,Role
,,1,TP-CFD MANAGER CORP,,Managing Member
,,99,"Trump, Donald J.",,Member
,,,,,
234,TRUMP 106 CPS LLC,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Member
,,,,,
235,Trump 845 LP LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Managing Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,845 UN Limited Partnership,60%,Partner,
,,,,,
236,TRUMP 845 UN GP LLC *(1),,,,
,Owned by:,% Ownership,Name,,Role
,,0.1,TRUMP 845 UN MGR CORP,,Managing Member
,,99.9,"Trump, Donald J.",,Member
,Has ownership interest in:,Entity Name,Ownership,Title,
,,845 UN Limited Partnership,40%,Partner,
,,,,,
237,TRUMP 845 UN MGR CORP,,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Shareholder
,Has ownership interest in:,Entity Name,Ownership,Title,
,,TRUMP 845 UN GP LLC,0.10%,Managing Member,
,,,,,
238,TRUMP 845 UN MGR LLC *(3),,,,
,Owned by:,% Ownership,Name,,Role
,,100,"Trump, Donald J.",,Managing Member
,,,,,
239,TRUMP AC CASINO MARKS LLC *(4),,,,
,Owned by:,% Ownership,Name,,Role
